CELL_ID,IntakeID,Year,Class,ClassOrder,Infection,InfectionType,x,y,PC_Urban,3_zones,PC_Natural
153730,20075343,2007,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.6441092,43.58905464,0.102728306,3,-0.126125579
148956,20070232,2007,Mammalian,Large Carnivores,Sacrpotic Mites,Ecoparasitic,-79.6475824,43.52485331,0.270918668,4,-0.126125579
161240,20071043,2007,Mammalian,Large Carnivores,Strongyles,Nematode,-79.5266301,43.68221351,0.13629982,3,-0.126125579
161240,20071043,2007,Mammalian,Large Carnivores,Coccidia,Protozoan,-79.5266301,43.68221351,0.13629982,3,-0.338267074
144841,20075132,2007,Mammalian,Large Rodents,Sacrpotic Mites,Ecoparasitic,-79.93251391,43.48682838,-0.563615663,1,-0.338267074
144841,20075132,2007,Mammalian,Large Rodents,Lice,Ectoparasitic,-79.93251391,43.48682838,-0.563615663,1,-0.338267074
174232,20070819,2007,Mammalian,Small Carnivores,Sacrpotic Mites,Ecoparasitic,-79.0895473,43.83044718,0.173566278,3,-0.338267074
163294,20070316,2007,Mammalian,Small Carnivores,Sacrpotic Mites,Ecoparasitic,-79.42548561,43.70105932,0.239640205,4,-0.338267074
213119,20072872,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-78.87991485,44.33297029,-0.33348629,1,-0.338267074
213119,20072874,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-78.87990967,44.33297102,-0.33348629,1,0.301482316
173553,20070046,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.0600594,43.81574598,-0.258377094,1,-0.378571803
174202,20072148,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.46023162,43.85491933,-0.228248565,1,-0.378571803
174202,20072147,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.46023021,43.85491946,-0.228248565,1,-0.378571803
181022,20072317,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.4546496,43.94460102,-0.176060153,1,-0.378571803
181022,20072317,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.4546496,43.94460102,-0.176060153,1,-0.378571803
182385,20072917,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.45887043,43.96298726,-0.117348283,2,0.301482316
182385,20072915,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.45887569,43.96298519,-0.117348283,2,-0.082661982
182385,20072914,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.45887103,43.96298692,-0.117348283,2,-0.082661982
182385,20072916,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.45887792,43.96298857,-0.117348283,2,-0.082661982
182385,20072918,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.45886879,43.96299237,-0.117348283,2,-0.082661982
170101,20072830,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.57774468,43.80253756,-0.11436558,2,-0.082661982
170101,20072834,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.57774083,43.80253507,-0.11436558,2,-0.082661982
170101,20072831,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.57774527,43.80253855,-0.11436558,2,0.301482316
170101,20072833,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.57774363,43.80253847,-0.11436558,2,-0.330065094
170101,20072832,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.57774529,43.80253763,-0.11436558,2,-0.202309526
181069,20070539,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-78.86651899,43.90405019,-0.056911693,2,-0.202309526
168054,20072073,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.58934944,43.78064939,-0.036573562,2,-0.202309526
158516,20073298,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.47950312,43.64166901,0.045330882,2,0.301482316
142816,20071123,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.68332841,43.45000248,0.065802192,3,0.301482316
140769,20074133,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.68952736,43.42494715,0.069801365,3,0.301482316
159200,20073086,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.45996079,43.65469475,0.086510947,3,-0.087636686
170785,20074803,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.55180513,43.80798155,0.100566317,3,-0.087636686
170785,20074803,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.55180513,43.80798155,0.100566317,3,-0.087636686
166718,20072867,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.24815088,43.73675698,0.102725498,3,-0.305307344
180383,20072707,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-78.92057762,43.9041044,0.103910579,3,0.050790929
180383,20072709,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-78.92057672,43.90410146,0.103910579,3,-0.464371657
180383,20072706,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-78.92057672,43.90410301,0.103910579,3,0.301482316
180383,20072708,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-78.92057682,43.90409995,0.103910579,3,-0.307467486
136666,20072087,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.83632018,43.37512303,0.132171361,3,-0.307467486
136666,20072086,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.83632443,43.37512389,0.132171361,3,-0.282494291
136666,20072085,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.83632412,43.37512148,0.132171361,3,0.16572576
136666,20072089,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.83632371,43.37512159,0.132171361,3,0.16572576
136666,20072088,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.8363222,43.37512361,0.132171361,3,-0.473365264
166714,20072821,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.29479475,43.74531677,0.150315741,3,-0.473365264
152369,20074602,2007,Mammalian,Small Carnivores,Lice,Ectoparasitic,-79.59912028,43.56824767,0.21851312,4,-0.214862675
157151,20072689,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.50259439,43.62631904,0.270339347,4,-0.214862675
159888,20070529,2007,Mammalian,Small Carnivores,Ticks,Ectoparasitic,-79.38318008,43.65322601,0.279940758,4,-0.214862675
159872,20071564,2007,Mammalian,Small Carnivores,Fleas,Ectoparasitic,-79.58769472,43.66575227,0.307651251,4,0.172509437
184413,20072251,2007,Mammalian,Small Carnivores,Baylisascaris (definitive),Nematode,-79.68314247,44.00087404,-0.427051057,1,0.172509437
184413,20072250,2007,Mammalian,Small Carnivores,Baylisascaris (definitive),Nematode,-79.68314437,44.00087752,-0.427051057,1,0.301482316
184413,20072253,2007,Mammalian,Small Carnivores,Baylisascaris (definitive),Nematode,-79.68314337,44.00087329,-0.427051057,1,0.301482316
184413,20072252,2007,Mammalian,Small Carnivores,Baylisascaris (definitive),Nematode,-79.68314715,44.00087622,-0.427051057,1,0.301482316
159200,20073086,2007,Mammalian,Small Carnivores,Baylisascaris (definitive),Nematode,-79.45996079,43.65469475,0.086510947,3,0.301482316
163290,20073638,2007,Mammalian,Small Carnivores,Baylisascaris (definitive),Nematode,-79.47801589,43.70873897,0.106359607,3,0.301482316
163290,20073638,2007,Mammalian,Small Carnivores,Strongyles,Nematode,-79.47801589,43.70873897,0.106359607,3,-0.511494726
165356,20073484,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.23248061,43.72519522,-0.227391136,1,-0.511494726
165356,20073483,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.23247952,43.72520234,-0.227391136,1,-0.234652839
182385,20072916,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.45887792,43.96298857,-0.117348283,2,-0.234652839
182385,20072918,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.45886879,43.96299237,-0.117348283,2,-0.217251745
182385,20072917,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.45887043,43.96298726,-0.117348283,2,-0.360014234
148276,20072755,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.62306397,43.51726121,0.018446864,2,-0.360014234
148276,20072758,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.62306377,43.51725927,0.018446864,2,-0.297636044
148276,20072757,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.62306279,43.51726233,0.018446864,2,-0.297636044
148276,20072753,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.62306664,43.51726311,0.018446864,2,-0.297636044
148276,20072756,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.62306474,43.51726099,0.018446864,2,0.301482316
159200,20073086,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.45996079,43.65469475,0.086510947,3,0.301482316
161920,20070447,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.55868727,43.69421873,0.088465319,3,0.301482316
166718,20072866,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.24815495,43.73675792,0.102725498,3,-0.032582161
166718,20072867,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.24815088,43.73675698,0.102725498,3,-0.032582161
163290,20073638,2007,Mammalian,Small Carnivores,Coccidia,Protozoan,-79.47801589,43.70873897,0.106359607,3,0.301482316
207605,20070764,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.61149602,44.30088182,-1.015972547,1,0.301482316
224080,20075680,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-78.24179722,44.44231638,-0.946951778,1,0.301482316
178313,20074954,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.22189665,43.8961279,-0.797374182,1,-0.25459873
139399,20071441,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.77371949,43.40735581,-0.642994245,1,-0.282125515
148251,20073546,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.93246912,43.53041274,-0.639780438,1,-0.282125515
176267,20075451,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.23143906,43.86382478,-0.636538917,1,-0.128507488
178299,20070037,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.39570885,43.89847635,-0.544898921,1,0.301482316
141444,20075703,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.77748006,43.43459575,-0.516891445,1,0.301482316
173477,20075733,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.99997818,43.86668339,-0.49220687,1,0.301482316
157126,20070806,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.80154909,43.64664503,-0.489193676,1,0.301482316
171502,20070760,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.11817098,43.80016339,-0.463648497,1,0.301482316
189226,20071778,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.19789228,44.03623711,-0.395923818,1,0.301482316
174911,20070165,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.12506818,43.84019723,-0.338227554,1,0.301482316
174911,20070383,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.12506875,43.84019529,-0.338227554,1,0.301482316
174911,20070436,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.12506657,43.84019626,-0.338227554,1,0.301482316
170132,20070787,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.19325671,43.78529787,-0.337633302,1,0.301482316
181020,20070977,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.48240064,43.94303057,-0.309000944,1,0.301482316
173553,20070046,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.0600594,43.81574598,-0.258377094,1,0.301482316
174202,20070736,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.46023059,43.85492252,-0.228248565,1,0.301482316
169453,20071132,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.1663443,43.77287286,-0.225182323,1,0.301482316
173519,20070557,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.48306063,43.84269077,-0.200384391,1,0.301482316
163280,20073200,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.59612441,43.71782925,-0.17827478,1,0.301482316
163280,20073201,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.59612624,43.71782768,-0.17827478,1,0.006024572
173513,20070838,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.55400394,43.84551244,-0.178233529,1,-0.396642222
175597,20070068,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.07402204,43.84789132,-0.175582868,1,-0.396642222
175572,20070158,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.38682292,43.86240906,-0.173315525,1,0.101120343
176966,20073377,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.01606293,43.86348498,-0.158570333,2,-0.087194356
172180,20070198,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.17084624,43.80829596,-0.123643662,2,-0.553485502
172180,20072623,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.17084702,43.80829544,-0.123643662,2,0.174292886
182385,20070589,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.45887714,43.96297848,-0.117348283,2,0.174292886
148258,20073885,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.84028016,43.52596452,-0.11580042,2,0.174292886
170101,20072830,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.57774468,43.80253756,-0.11436558,2,-0.075771718
170101,20072834,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.57774083,43.80253507,-0.11436558,2,-0.075771718
170101,20072831,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.57774527,43.80253855,-0.11436558,2,-0.42645573
170101,20072835,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.57774376,43.8025405,-0.11436558,2,-0.42645573
170101,20072833,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.57774363,43.80253847,-0.11436558,2,-0.42645573
170101,20072832,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.57774529,43.80253763,-0.11436558,2,-0.42645573
170101,20072893,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.57774551,43.80253971,-0.11436558,2,-0.445649288
173514,20070707,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.53661811,43.849Hwy 40478,-0.098495113,2,0.142126033
178310,20070377,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.26406405,43.89197105,-0.07842616,2,0.301482316
175566,20070423,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.46267999,43.86592732,-0.074158249,2,-0.199431781
173529,20070018,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.35498433,43.83821044,-0.072525187,2,-0.199431781
170791,20072937,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.47466634,43.80571299,-0.053087761,2,-0.199431781
164643,20075069,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.61793391,43.73501652,-0.052397499,2,-0.199431781
172183,20070035,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.13223886,43.80790891,-0.040883593,2,-0.097596036
172183,20070092,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.12922931,43.80953526,-0.040883593,2,0.015412475
172183,20070234,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.12923011,43.80953498,-0.040883593,2,-0.444045815
172183,20070547,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.1292277,43.80953687,-0.040883593,2,-0.444045815
172183,20072104,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.12922687,43.80953487,-0.040883593,2,-0.444045815
172183,20072569,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.12846726,43.80733745,-0.040883593,2,-0.444045815
128479,20075652,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.88513796,43.2679567,-0.040596686,2,-0.444045815
174894,20073940,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.33397932,43.85578653,-0.025868769,2,-0.444045815
170799,20070134,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.38299804,43.79700326,-0.021766393,2,-0.444045815
151006,20074883,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.58957295,43.5480075,-0.010413526,2,-0.444045815
175601,20070973,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.03319035,43.8407035,-0.009240112,2,-0.444045815
172865,20070350,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.13666326,43.81779982,-0.008446674,2,-0.444045815
169447,20070088,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.23174761,43.77642923,-0.006763546,2,-0.444045815
168060,20070520,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.52176654,43.77534819,0.002424506,2,0.301482316
174913,20070008,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.10220959,43.84391802,0.009203065,2,-0.06119662
176942,20070505,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.31425634,43.87944776,0.01288781,2,0.301482316
168748,20070049,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.44286535,43.77380897,0.013223257,2,-0.010847032
172164,20075246,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.37001661,43.82237002,0.030479634,2,-0.528284089
168062,20074787,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.49365573,43.77337523,0.035797365,2,-0.528284089
170137,20070163,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.13669731,43.77958151,0.038724466,2,-0.528284089
164665,20070006,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.33879483,43.72060244,0.049753726,3,0.155393756
138039,20075461,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.71568934,43.38941942,0.055973872,3,-0.347962689
167380,20070573,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.50006742,43.76102566,0.060390985,3,-0.413682815
142816,20073490,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.68332243,43.45001171,0.065802192,3,-0.174359681
142816,20075524,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.68332397,43.45000921,0.065802192,3,-0.305263781
189887,20070036,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.46125524,44.0591913,0.066398909,3,-0.294556078
157133,20075425,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.7168727,43.63668437,0.074261482,3,-0.294556078
176284,20074890,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.02036274,43.85086523,0.078601786,3,-0.294556078
172867,20070386,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.10300105,43.81501301,0.084292718,3,-0.28389361
172867,20071796,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.11231576,43.81173537,0.084292718,3,-0.039113743
142817,20073305,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.66672388,43.44224158,0.086637512,3,-0.048921787
163303,20074776,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.31381355,43.69700512,0.090091356,3,-0.048921787
174920,20075424,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.01451109,43.83099383,0.09484379,3,-0.048921787
166701,20071823,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.46341939,43.75013861,0.095318504,3,-0.239225149
163289,20072402,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.49421054,43.70494552,0.095488602,3,-0.032059362
133899,20074035,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-80.31441835,43.36162551,0.097596818,3,0.301482316
175568,20070687,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.43721151,43.87125125,0.098906081,3,-0.013030442
175568,20073529,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.43689288,43.87083422,0.098906081,3,0.301482316
172155,20070058,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.47850018,43.82403311,0.10001275,3,-0.271084142
176931,20070522,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.44296,43.88859611,0.102072129,3,-0.271084142
174914,20070256,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.08675732,43.83841215,0.102873578,3,0.301482316
174914,20070409,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.08675537,43.83841573,0.102873578,3,0.301482316
174914,20074510,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.08675241,43.83842351,0.102873578,3,0.301482316
155105,20070138,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.50526608,43.60080661,0.108511703,3,0.301482316
165355,20075705,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.24037763,43.71835215,0.110827968,3,0.301482316
174204,20070061,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.4329007,43.85296391,0.113797746,3,-0.389824697
174204,20070665,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.4328991,43.85296405,0.113797746,3,-0.389824697
174204,20071119,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.43289752,43.85296752,0.113797746,3,-0.389824697
174204,20074063,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.43289386,43.85297708,0.113797746,3,-0.389824697
174915,20070732,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.0816812,43.83921934,0.116134862,3,-0.389824697
170804,20070109,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.31575565,43.79675303,0.116809985,3,0.301482316
169442,20074162,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.29799441,43.78100861,0.118303635,3,0.301482316
170818,20070568,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.14088399,43.7896904,0.120263264,3,0.301482316
168769,20072357,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.18971172,43.76758159,0.120922638,3,0.301482316
171490,20074483,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.26647267,43.80805587,0.121440645,3,0.206231345
165348,20071073,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.33176371,43.7238888,0.121942377,3,-0.167764413
155101,20074376,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.54494998,43.60130077,0.131383753,3,-0.167764413
170794,20070313,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.44831302,43.80352878,0.13245891,3,-0.167764413
157152,20075266,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.4902635,43.62902971,0.134876812,3,-0.198109839
149636,20074887,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.66614588,43.53696184,0.13653357,3,-0.158528528
174198,20074020,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.51234162,43.85493918,0.139111366,3,0.301482316
168755,20070439,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.36400593,43.7717302,0.140422765,3,-0.420632695
166714,20072821,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.29479475,43.74531677,0.150315741,3,-0.420632695
161244,20070544,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.47672996,43.68160222,0.160243847,3,-0.420632695
160569,20074508,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.38946896,43.66972498,0.163519051,3,-0.420632695
157830,20075439,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.53536496,43.64180387,0.165890936,3,0.301482316
161239,20071917,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.53907647,43.67985176,0.167070137,3,-0.353377434
171489,20073704,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.27734584,43.80568079,0.168052408,3,-0.498127067
142134,20073750,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.67459027,43.43977158,0.168190695,3,-0.498127067
162623,20070342,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.28830972,43.69123263,0.171624669,3,-0.019071628
174232,20070819,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.0895473,43.83044718,0.173566278,3,0.301482316
174232,20073766,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.08731567,43.82874964,0.173566278,3,-0.06223543
174232,20075361,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.09638822,43.83111411,0.173566278,3,0.301482316
157119,20073595,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.89288058,43.64972112,0.176531254,3,-0.094655184
163307,20070530,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.26400519,43.69705761,0.188757117,3,-0.094655184
163307,20070550,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.26235383,43.69308353,0.188757117,3,-0.314665027
161939,20073373,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.32360196,43.68338695,0.191196092,3,-0.021788509
161252,20073027,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.37682216,43.67233038,0.195842044,3,-0.039612893
170811,20070532,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.23881286,43.79380193,0.196278537,3,-0.039612893
161940,20070396,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.31077622,43.68086286,0.198716596,3,-0.039612893
168756,20070525,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.34709332,43.77502696,0.200042157,3,-0.209124156
161931,20070099,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.41830247,43.68319416,0.206456852,4,-0.209124156
159881,20074000,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.4645496,43.66539845,0.218515746,4,0.301482316
163297,20070988,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.3977588,43.70469482,0.220895745,4,0.301482316
163297,20072752,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.38851305,43.70431251,0.220895745,4,0.301482316
157118,20072894,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.90360998,43.65021562,0.253435099,4,0.129389945
161937,20070304,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.34827797,43.67823982,0.279710929,4,0.129389945
159888,20070529,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.38318008,43.65322601,0.279940758,4,0.301482316
159886,20074091,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.40770048,43.65648024,0.297813216,4,0.160211287
159203,20074733,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.42077459,43.64934551,0.308912374,4,-0.161390106
163284,20070282,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.55501572,43.71457725,0.353375284,4,-0.161390106
156467,20074015,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.52450132,43.61592262,0.354470242,4,-0.161390106
156468,20070714,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.5131981,43.6204973,0.388730299,4,-0.161390106
166022,20070007,2007,Mammalian,Small Carnivores,Canine Distemper Virus,Viral,-79.42157321,43.73987917,0.417000271,4,-0.161390106
